split,n,pearson,spearman,rmse,mae,slope,true_max,pred_max,range_coverage
in_distribution,5022,0.5651266706732638,0.5598870803306126,0.34871785450010717,0.27874906568337815,0.29471547143157256,0.99916185089524,0.8130070381394129,0.7148880905296298
tail,4435,0.08762289063340647,0.12945743243244265,2.27824146576407,2.17771805301977,0.017092474716241698,5.675859880983725,0.9203646585086689,0.34721916547617065
