config,metric,kind,mean,lo,hi,significant
cw,r,paired_diff,0.06866997060050345,0.010020845376474997,0.12619116450908371,True
cw,rho,paired_diff,0.06032881507212969,0.011936077712830001,0.10198924873248721,True
cw,mae,paired_diff,-0.12864056874324045,-0.17510879674498178,-0.06853357654548987,True
cw,stab_rho,paired_diff,0.08689258987486195,-0.03012613499276767,0.22162726493521281,False
cw,stab_bias,paired_diff,-0.026186406226018578,-0.10111221031787464,0.023695516297243927,False
cw,auc_stab,paired_diff,0.031512604481473,0.004253362950593221,0.050980997826335396,True
cw,detpr30,paired_diff,-0.09966666666666665,-0.3333333333333333,0.16666666666666663,False
cw,ndcg30,paired_diff,0.00466288708528192,-0.07663679479506709,0.10721294705006784,False
cw,r,absolute,0.6574767076133752,0.5300216039768811,0.74398850165938,
far,r,absolute,0.5888067370128717,0.4785432304334694,0.6643418319722717,
cw,rho,absolute,0.6882959059715565,0.6333405760249694,0.7282071837239121,
far,rho,absolute,0.6279670908994269,0.5811488361742387,0.6785884070142046,
cw,mae,absolute,0.7792585477348265,0.689309675111372,0.912718891515598,
far,mae,absolute,0.9078991164780671,0.8110152236013721,1.020351180933719,
cw,stab_rho,absolute,0.09440901919428474,-0.10141621572805977,0.2338948807134139,
far,stab_rho,absolute,0.007516429319422805,-0.1817600026386116,0.14087002055133524,
cw,stab_bias,absolute,1.2390677194933355,0.9729929421840957,1.7099947078351,
far,stab_bias,absolute,1.2652541257193541,0.9787062875459985,1.7602530649356274,
cw,auc_stab,absolute,0.7645516634440003,0.7222154735186356,0.7984758760355715,
far,auc_stab,absolute,0.7330390589625273,0.6945493168309002,0.7741725144089707,
cw,detpr30,absolute,0.4580833333333334,0.3,0.6666666666666666,
far,detpr30,absolute,0.5577500000000001,0.3333333333333333,0.8,
cw,ndcg30,absolute,0.16752695820839716,0.0845640920959888,0.3094565865625084,
far,ndcg30,absolute,0.16286407112311527,0.09006275635064873,0.28376440201991815,
