config,set,n,n_stab,r,rho,mae,rmse,stab_bias,stab_rho,stab_mae,auc_stab,detpr30,ndcg30,dims,secs
base,tsu_oof,12359,535,0.8008751280098767,0.7767879915817291,0.44079237838514207,0.6086726108126447,0.738745469637799,0.21903600238856125,0.7500522797402193,0.8402744931898372,0.7666666666666667,0.5648117016257652,256,158
base,s669_full,629,74,0.3854523607336456,0.37302027723467557,1.1439096536756552,1.5068151959449556,2.4913682869389624,0.13251459919817657,2.4913682869389624,0.6979790601412222,0.23333333333333334,0.28323661708215103,256,158
