train,test,train_path,test_path,model,n_features,n_train,n_test,n_test_proteins,sign_flipped,range_lo,range_hi,pooled_n,pooled_pearson,pooled_spearman,pooled_rmse,pooled_mae,in_n,in_pearson,in_spearman,in_rmse,in_mae,out_n,out_pearson,out_spearman,out_rmse,out_mae,out_below_n,out_below_pearson,out_below_spearman,out_below_rmse,out_below_mae,out_above_n,out_above_pearson,out_above_spearman,out_above_rmse,out_above_mae,pearson_mean,pearson_sd,spearman_mean,spearman_sd,rmse_mean,rmse_sd,mae_mean,mae_sd,n_units,n_units_scored
Tsuboyama,FireProt≤500,data/processed/tsuboyama_bench_fast/rawz_features.parquet,data/processed/fireprot_le500/features_summary.parquet,mlp,256,12359,3205,138,False,-1.0,4.0,3205,0.6484535702408859,0.6591457651245088,1.2753002705252927,0.8353486993409313,2986,0.6847553196995507,0.6525583190601912,0.9408284109618331,0.6927115911137224,219,0.6812289954075533,0.6449978598181408,3.4253289457550213,2.780163334804152,131,-0.48432677631719234,-0.07761481918554286,2.968859435970979,2.1948332226346356,88,0.21144151738342487,0.206905068471242,4.009718045444539,3.651507024511046,0.37016727571050845,0.6005751069228243,0.35051664513507624,0.5830717907897054,1.2407935146939804,1.1953571891054813,1.0207666014706922,1.018414289071822,138,114
