loss,set,n,n_stab,r,rho,mae,stab_rho,stab_bias,stab_mae,auc_stab,detpr30,ndcg30
mse,tsuboyama_oof,12359,535,0.7666859344149793,0.7671005260717035,0.4660957182640391,0.2629879584540805,0.5842226540518347,0.6609955374776262,0.8509967055758604,0.5666666666666667,0.3592341697580756
mse,s669_transfer,541,69,0.38684405921096604,0.41263464275888717,1.1603335553737566,0.08072372350663833,1.9099488161684597,1.9116232017230084,0.6736981085728322,0.3,0.2299621702310572
bmc,tsuboyama_oof,12359,535,0.7062191037406441,0.7706160395032512,0.5534909174693879,0.2696145702235436,0.4714911182424938,0.6934449842999656,0.8548554816435445,0.6333333333333333,0.38316695198166345
bmc,s669_transfer,541,69,0.36806095223770013,0.41771314450794883,1.1829914207635628,-0.0011696441712530797,1.885092023446076,1.909265591674093,0.6211311717022845,0.23333333333333334,0.17033458413145805
lds,tsuboyama_oof,12359,535,0.7176352492805619,0.7560582468950816,0.48945871776876804,0.2572767267307273,0.6047017059598776,0.704290068614065,0.8407819356796884,0.6,0.39075706932529236
lds,s669_transfer,541,69,0.3833691930111786,0.4031759858290374,1.2073312956366453,0.05643533126296111,1.8267345662544063,1.842073336042734,0.6537398673544583,0.26666666666666666,0.19200877055826793
